sid,Нова Алтернатива,Демократическа Партия,НФСБ,Коалиция за България,Свобода и Достойнство,Нац.-Демократична Партия,Гражданска Листа - Модерна БГ,СДС,Либерален Алианс,Християн-Социален Съюз,Атака,ГЕРБ,РЗС,ВМРО - БНД,Демокр. Гражд. Инициатива,Християндем. партия,Средна Европейска Класа,Нац. Патриотично Обединение,Лидер,Зелените,ДСБ-БДФ,Социалдем. Партия,Другата България,Българската Левица,Кауза България,ДБГ,ДАНО,Българска Пролет,Горда България,Глас Народен,БЗНС,ДПС,Нац. Движение Единство,Партия на Бълг. Жени,Единна Народна Партия,Съюз на Комунистите,независими,npn,invalid,region,municipality,municipality_name,admin_reg,station,region_name,place,ekatte,address,eligible_voters
010300047,1,0.0,9,84,2,0,2,4,0,0.0,28,130,14,15,0.0,0.0,2.0,0.0,7,2.0,6,0.0,0.0,0,0,17,0,3.0,2,18,2.0,2,0.0,1.0,1,0.0,0.0,0.0,9.0,01,03,Благоевград,00,047,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,749
010300048,2,0.0,2,121,0,0,2,2,0,0.0,24,135,7,14,0.0,0.0,0.0,0.0,2,3.0,13,0.0,0.0,0,0,7,0,1.0,3,13,2.0,2,0.0,1.0,2,0.0,0.0,0.0,10.0,01,03,Благоевград,00,048,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,630
010300049,0,0.0,13,116,7,1,2,4,0,0.0,37,143,15,12,3.0,0.0,4.0,0.0,4,4.0,31,0.0,0.0,0,0,11,0,5.0,0,14,0.0,1,0.0,1.0,1,0.0,0.0,0.0,13.0,01,03,Благоевград,00,049,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,826
010300050,0,0.0,9,120,2,1,3,5,1,0.0,47,150,9,12,0.0,0.0,0.0,0.0,4,5.0,11,1.0,0.0,0,0,20,0,3.0,2,9,1.0,2,0.0,0.0,2,0.0,0.0,0.0,33.0,01,03,Благоевград,00,050,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,860
010300051,0,0.0,10,103,1,2,2,1,0,0.0,26,144,24,10,7.0,0.0,3.0,0.0,9,6.0,17,0.0,0.0,0,1,23,0,4.0,2,13,0.0,0,0.0,0.0,1,0.0,0.0,0.0,7.0,01,03,Благоевград,00,051,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,727
010300052,0,0.0,6,113,1,1,1,0,3,0.0,33,135,15,9,1.0,0.0,0.0,1.0,17,0.0,12,2.0,0.0,1,0,7,1,4.0,3,39,0.0,2,0.0,1.0,1,0.0,0.0,0.0,16.0,01,03,Благоевград,00,052,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,784
010300053,1,1.0,11,47,0,2,0,3,0,0.0,43,134,9,7,1.0,0.0,3.0,0.0,4,2.0,5,0.0,0.0,0,0,9,0,1.0,0,1,1.0,1,0.0,0.0,1,0.0,0.0,0.0,9.0,01,03,Благоевград,00,053,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,537
010300054,0,0.0,9,78,0,1,1,9,0,0.0,39,135,10,17,2.0,0.0,0.0,0.0,1,3.0,6,0.0,0.0,0,0,11,0,1.0,6,19,0.0,4,0.0,4.0,0,0.0,0.0,0.0,4.0,01,03,Благоевград,00,054,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,656
010300055,1,0.0,21,81,0,0,2,3,0,0.0,42,111,18,10,2.0,0.0,0.0,0.0,8,1.0,10,0.0,1.0,0,0,12,0,0.0,1,7,0.0,0,0.0,1.0,5,0.0,0.0,0.0,5.0,01,03,Благоевград,00,055,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,668
010300056,0,0.0,12,60,3,1,1,1,0,0.0,32,94,2,5,0.0,0.0,0.0,0.0,6,3.0,5,0.0,1.0,0,0,6,0,0.0,2,8,0.0,4,0.0,0.0,2,0.0,0.0,0.0,22.0,01,03,Благоевград,00,056,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,551
010300057,0,1.0,6,65,0,0,1,7,2,0.0,29,115,14,0,0.0,0.0,1.0,0.0,9,0.0,5,0.0,0.0,0,0,4,0,0.0,0,10,0.0,3,0.0,0.0,0,0.0,0.0,0.0,10.0,01,03,Благоевград,00,057,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,571
010300058,0,0.0,18,80,5,1,0,4,0,0.0,32,160,16,12,0.0,0.0,0.0,0.0,4,2.0,11,0.0,0.0,0,0,14,0,0.0,1,10,1.0,2,0.0,1.0,0,0.0,0.0,0.0,11.0,01,03,Благоевград,00,058,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,691
010300059,2,1.0,8,79,2,0,1,3,0,0.0,36,146,25,10,1.0,1.0,3.0,0.0,4,1.0,12,2.0,0.0,0,0,15,0,1.0,3,5,0.0,5,0.0,4.0,4,0.0,0.0,0.0,7.0,01,03,Благоевград,00,059,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,372
010300060,1,0.0,10,81,0,0,2,6,0,0.0,30,111,16,11,1.0,0.0,0.0,0.0,6,2.0,6,0.0,0.0,0,0,10,1,0.0,2,4,0.0,1,0.0,2.0,0,0.0,0.0,0.0,5.0,01,03,Благоевград,00,060,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,608
010300061,0,2.0,19,74,1,0,2,1,0,0.0,39,194,74,15,6.0,0.0,3.0,0.0,6,1.0,16,0.0,2.0,0,0,10,1,5.0,1,3,2.0,2,1.0,2.0,0,0.0,0.0,0.0,13.0,01,03,Благоевград,00,061,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,893
010300062,1,0.0,4,90,0,0,1,4,1,0.0,29,100,23,16,1.0,2.0,0.0,0.0,5,2.0,2,0.0,0.0,1,0,9,4,2.0,3,6,1.0,2,0.0,0.0,0,0.0,0.0,0.0,6.0,01,03,Благоевград,00,062,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,689
010300063,2,0.0,6,70,2,0,0,1,0,0.0,51,142,22,4,0.0,0.0,2.0,0.0,6,2.0,5,0.0,1.0,0,0,8,0,5.0,1,7,0.0,4,0.0,1.0,0,0.0,0.0,0.0,6.0,01,03,Благоевград,00,063,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,766
010300064,0,0.0,10,102,0,0,0,6,0,0.0,35,154,14,5,0.0,0.0,1.0,0.0,2,3.0,3,0.0,1.0,0,0,9,4,0.0,5,8,1.0,3,0.0,0.0,1,0.0,0.0,0.0,11.0,01,03,Благоевград,00,064,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,753
010300065,0,0.0,11,71,4,1,3,7,0,1.0,48,141,25,12,1.0,1.0,0.0,0.0,11,8.0,9,0.0,0.0,0,0,12,0,3.0,3,8,0.0,0,0.0,2.0,0,0.0,0.0,0.0,6.0,01,03,Благоевград,00,065,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,807
010300066,1,0.0,6,65,1,0,0,3,0,0.0,29,171,16,14,1.0,0.0,1.0,0.0,6,8.0,12,1.0,0.0,1,0,16,0,0.0,2,5,0.0,3,0.0,1.0,0,0.0,0.0,0.0,3.0,01,03,Благоевград,00,066,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,699
010300067,1,0.0,8,45,0,0,0,1,2,0.0,28,106,25,12,0.0,0.0,0.0,0.0,2,3.0,7,0.0,2.0,0,0,27,0,2.0,2,7,0.0,2,0.0,1.0,3,0.0,0.0,0.0,4.0,01,03,Благоевград,00,067,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,595
010300068,4,0.0,3,44,1,2,1,2,0,0.0,41,113,18,5,0.0,0.0,1.0,0.0,8,0.0,7,0.0,0.0,1,0,16,1,0.0,1,6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,12.0,01,03,Благоевград,00,068,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,575
010300069,1,1.0,22,65,1,1,2,2,1,0.0,39,111,20,8,2.0,1.0,1.0,1.0,10,0.0,6,0.0,1.0,2,0,19,0,1.0,3,4,2.0,4,0.0,1.0,0,0.0,0.0,0.0,8.0,01,03,Благоевград,00,069,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,659
010300070,1,0.0,11,54,2,0,2,1,0,0.0,32,105,11,3,1.0,1.0,0.0,0.0,2,2.0,3,0.0,1.0,0,0,8,0,0.0,0,8,1.0,0,0.0,0.0,1,0.0,0.0,0.0,1.0,01,03,Благоевград,00,070,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,667
010300071,1,0.0,8,60,0,1,0,2,0,0.0,26,121,14,9,1.0,0.0,2.0,0.0,4,0.0,8,0.0,0.0,1,0,8,0,0.0,1,9,1.0,0,0.0,0.0,2,0.0,0.0,0.0,16.0,01,03,Благоевград,00,071,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,651
010300072,0,0.0,7,68,1,0,6,2,0,0.0,23,104,4,7,0.0,0.0,0.0,0.0,3,4.0,5,0.0,0.0,0,0,9,0,1.0,3,10,2.0,0,0.0,0.0,2,0.0,0.0,0.0,11.0,01,03,Благоевград,00,072,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,572
010300073,0,0.0,10,86,1,0,0,5,2,0.0,24,139,22,8,4.0,0.0,1.0,0.0,7,1.0,4,0.0,0.0,0,0,8,0,0.0,0,6,1.0,1,0.0,2.0,0,0.0,0.0,0.0,6.0,01,03,Благоевград,00,073,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,740
010300074,3,0.0,2,58,1,0,0,1,1,0.0,28,93,22,13,2.0,0.0,0.0,0.0,3,4.0,3,0.0,0.0,1,0,2,0,0.0,1,9,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.0,01,03,Благоевград,00,074,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,583
010300075,6,0.0,6,91,3,0,0,8,0,0.0,53,162,27,10,0.0,0.0,3.0,0.0,11,2.0,14,0.0,0.0,0,0,11,0,0.0,2,8,0.0,5,0.0,2.0,2,0.0,0.0,0.0,4.0,01,03,Благоевград,00,075,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,993
010300076,2,0.0,4,143,3,0,1,4,3,0.0,29,133,17,8,4.0,0.0,0.0,0.0,12,0.0,14,0.0,0.0,0,1,10,0,1.0,3,23,1.0,1,0.0,0.0,3,0.0,0.0,0.0,5.0,01,03,Благоевград,00,076,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,788
010300077,1,0.0,11,71,0,0,2,1,0,0.0,65,141,15,6,0.0,0.0,4.0,0.0,9,2.0,12,0.0,0.0,0,0,9,0,1.0,3,8,0.0,1,0.0,0.0,1,0.0,0.0,0.0,11.0,01,03,Благоевград,00,077,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,721
010300078,4,0.0,6,51,0,2,1,1,2,1.0,29,130,11,7,1.0,0.0,0.0,0.0,9,0.0,6,0.0,0.0,0,0,12,0,1.0,5,8,1.0,2,0.0,0.0,2,0.0,0.0,0.0,10.0,01,03,Благоевград,00,078,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,668
010300079,0,1.0,2,72,1,1,1,5,0,0.0,39,116,12,11,1.0,0.0,1.0,0.0,7,2.0,15,0.0,0.0,1,0,16,0,2.0,9,10,1.0,3,0.0,2.0,0,0.0,0.0,0.0,15.0,01,03,Благоевград,00,079,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,703
010300080,0,0.0,5,51,1,0,3,5,0,0.0,37,103,21,5,1.0,0.0,11.0,0.0,14,0.0,7,0.0,1.0,1,0,7,0,1.0,4,5,0.0,2,0.0,0.0,0,0.0,0.0,0.0,1.0,01,03,Благоевград,00,080,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,520
010300081,1,0.0,2,46,0,0,0,1,0,0.0,22,91,5,8,1.0,0.0,5.0,1.0,16,3.0,2,1.0,0.0,1,1,8,0,0.0,1,3,0.0,0,0.0,0.0,3,0.0,0.0,0.0,11.0,01,03,Благоевград,00,081,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,492
010300082,3,1.0,4,90,2,0,1,3,1,0.0,53,143,17,19,2.0,0.0,1.0,0.0,7,7.0,14,0.0,0.0,0,0,9,1,1.0,4,5,0.0,4,0.0,1.0,0,0.0,0.0,0.0,8.0,01,03,Благоевград,00,082,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,807
010300083,1,0.0,8,54,1,0,2,3,1,0.0,63,154,23,21,1.0,0.0,0.0,0.0,6,5.0,20,0.0,0.0,0,0,13,0,4.0,11,10,1.0,1,0.0,3.0,3,0.0,0.0,0.0,18.0,01,03,Благоевград,00,083,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,1021
010300084,2,0.0,4,75,4,0,1,7,0,0.0,33,121,16,14,1.0,0.0,1.0,0.0,8,3.0,19,0.0,0.0,0,0,7,0,1.0,0,16,1.0,1,0.0,0.0,2,0.0,0.0,0.0,4.0,01,03,Благоевград,00,084,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,657
010300085,1,0.0,11,100,1,1,0,3,0,0.0,32,129,13,13,0.0,0.0,3.0,0.0,10,3.0,17,0.0,1.0,1,1,12,0,1.0,5,8,0.0,3,0.0,0.0,1,0.0,0.0,0.0,2.0,01,03,Благоевград,00,085,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,759
010300086,2,0.0,12,57,4,0,4,4,0,0.0,31,136,16,18,2.0,0.0,0.0,0.0,11,3.0,7,1.0,0.0,0,0,11,0,1.0,1,11,0.0,4,0.0,0.0,1,0.0,0.0,0.0,4.0,01,03,Благоевград,00,086,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,847
010300087,2,0.0,13,28,0,0,4,1,0,0.0,21,118,14,4,2.0,0.0,0.0,0.0,6,2.0,13,0.0,1.0,0,0,4,0,2.0,0,6,3.0,3,1.0,0.0,0,0.0,0.0,0.0,5.0,01,03,Благоевград,00,087,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,569
010300088,1,0.0,10,67,2,0,0,2,0,0.0,29,100,22,6,2.0,0.0,0.0,0.0,9,2.0,9,0.0,0.0,0,0,12,0,1.0,1,9,0.0,1,0.0,0.0,2,0.0,0.0,0.0,6.0,01,03,Благоевград,00,088,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,623
010300089,0,0.0,8,76,6,1,1,2,0,0.0,36,109,10,5,1.0,0.0,1.0,0.0,6,0.0,10,0.0,0.0,0,0,12,0,1.0,2,10,0.0,1,0.0,1.0,5,0.0,0.0,0.0,3.0,01,03,Благоевград,00,089,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,743
010300090,2,0.0,5,65,0,0,3,1,2,0.0,28,140,13,11,2.0,0.0,4.0,0.0,4,2.0,5,0.0,0.0,0,0,16,0,0.0,1,9,0.0,2,0.0,0.0,2,0.0,0.0,0.0,9.0,01,03,Благоевград,00,090,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,754
010300091,3,0.0,8,59,0,0,4,4,0,0.0,41,144,28,7,4.0,0.0,2.0,0.0,1,0.0,9,0.0,1.0,0,0,13,0,1.0,0,14,0.0,0,0.0,2.0,1,0.0,0.0,0.0,7.0,01,03,Благоевград,00,091,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,729
010300092,1,0.0,4,43,0,0,1,4,0,1.0,24,108,20,2,1.0,0.0,2.0,0.0,17,1.0,11,0.0,1.0,0,0,22,0,2.0,1,6,2.0,3,0.0,1.0,1,0.0,0.0,0.0,6.0,01,03,Благоевград,00,092,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,624
010300093,2,1.0,1,31,2,0,5,6,0,0.0,34,79,9,11,0.0,1.0,0.0,0.0,4,6.0,3,0.0,0.0,0,1,5,0,1.0,0,4,0.0,3,0.0,1.0,2,0.0,0.0,0.0,3.0,01,03,Благоевград,00,093,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,546
010300094,2,0.0,6,47,0,0,3,5,0,0.0,21,65,13,6,4.0,0.0,0.0,0.0,5,0.0,5,0.0,0.0,0,0,14,0,0.0,2,8,0.0,1,0.0,0.0,1,0.0,0.0,0.0,2.0,01,03,Благоевград,00,094,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,499
010300095,1,0.0,12,119,4,0,1,2,1,0.0,41,147,14,8,3.0,0.0,2.0,0.0,15,5.0,24,0.0,0.0,1,0,11,0,1.0,2,12,1.0,2,0.0,0.0,0,0.0,0.0,0.0,9.0,01,03,Благоевград,00,095,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,782
010300096,0,1.0,14,116,6,0,1,4,1,0.0,30,160,13,16,4.0,0.0,0.0,0.0,17,8.0,12,0.0,1.0,1,0,25,1,0.0,3,13,1.0,2,0.0,0.0,4,0.0,0.0,0.0,7.0,01,03,Благоевград,00,096,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,833
010300097,0,0.0,2,8,0,0,0,0,0,0.0,2,16,1,1,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,1,0,0.0,1,0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,4.0,01,03,Благоевград,00,097,БЛАГОЕВГРАД,гр.Благоевград,4279.0,-,67
010300098,0,0.0,0,6,0,0,0,0,0,0.0,4,2,2,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,01,03,Благоевград,00,098,БЛАГОЕВГРАД,с.Бистрица,4217.0,-,37
010300099,0,0.0,0,11,0,0,0,0,0,0.0,2,10,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,1.0,01,03,Благоевград,00,099,БЛАГОЕВГРАД,с.Горно Хърсово,17004.0,-,78
010300100,0,0.0,1,15,0,0,1,0,0,0.0,1,7,2,0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,01,03,Благоевград,00,100,БЛАГОЕВГРАД,с.Марулево,47370.0,-,72
010300101,1,0.0,9,48,0,0,0,1,1,0.0,28,100,12,2,0.0,0.0,0.0,0.0,23,2.0,3,0.0,0.0,1,0,5,0,1.0,1,4,1.0,0,0.0,0.0,8,0.0,0.0,0.0,14.0,01,03,Благоевград,00,101,БЛАГОЕВГРАД,с.Изгрев,134.0,-,598
010300102,0,0.0,3,53,5,0,0,5,0,0.0,3,93,73,0,2.0,0.0,0.0,0.0,16,0.0,0,1.0,0.0,0,0,3,0,0.0,3,11,2.0,0,0.0,0.0,1,0.0,0.0,0.0,13.0,01,03,Благоевград,00,102,БЛАГОЕВГРАД,с.Церово,78464.0,-,568
010300103,0,0.0,15,74,2,0,1,0,2,0.0,25,152,108,11,0.0,0.0,0.0,0.0,14,1.0,15,0.0,1.0,0,0,14,0,0.0,2,4,2.0,2,0.0,2.0,0,0.0,0.0,0.0,4.0,01,03,Благоевград,00,103,БЛАГОЕВГРАД,с.Покровник,57159.0,-,1642
010300104,0,0.0,0,17,0,0,0,0,0,0.0,3,14,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,2,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,01,03,Благоевград,00,104,БЛАГОЕВГРАД,с.Мощанец,49179.0,-,43
010300105,0,0.0,12,53,1,0,1,6,0,0.0,12,87,45,9,2.0,0.0,4.0,0.0,2,0.0,28,0.0,0.0,0,1,2,0,0.0,0,2,0.0,1,0.0,0.0,0,0.0,0.0,0.0,7.0,01,03,Благоевград,00,105,БЛАГОЕВГРАД,с.Падеш,55107.0,-,572
010300107,0,0.0,2,7,1,0,0,0,0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,3.0,01,03,Благоевград,00,107,БЛАГОЕВГРАД,с.Габрово,14204.0,-,23
010300108,0,0.0,2,7,0,0,0,0,0,0.0,1,7,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,01,03,Благоевград,00,108,БЛАГОЕВГРАД,с.Дебочица,20328.0,-,22
010300109,0,0.0,2,29,1,0,0,0,1,0.0,4,26,20,2,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.0,01,03,Благоевград,00,109,БЛАГОЕВГРАД,с.Лешко,43520.0,-,221
010300110,0,0.0,0,14,0,0,0,0,0,0.0,2,12,1,0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,3.0,01,03,Благоевград,00,110,БЛАГОЕВГРАД,с.Лешко,43520.0,-,585
010300111,2,1.0,4,84,1,0,0,2,0,0.0,21,84,32,30,1.0,0.0,0.0,0.0,10,0.0,3,0.0,2.0,1,0,5,0,0.0,0,9,2.0,0,0.0,0.0,0,0.0,0.0,0.0,26.0,01,03,Благоевград,00,111,БЛАГОЕВГРАД,с.Бело поле,3664.0,-,6711
010300112,0,0.0,21,78,1,0,0,4,0,2.0,22,108,78,5,2.0,0.0,2.0,0.0,8,0.0,11,0.0,0.0,1,0,9,0,1.0,4,7,2.0,2,0.0,0.0,1,0.0,0.0,0.0,17.0,01,03,Благоевград,00,112,БЛАГОЕВГРАД,с.Рилци,62699.0,-,3114
010300113,0,0.0,0,4,1,0,0,0,0,0.0,1,36,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,1.0,0,2,0.0,0,0.0,0.0,1,0.0,0.0,0.0,2.0,01,03,Благоевград,00,113,БЛАГОЕВГРАД,с.Дъбрава,24367.0,-,78
010300114,0,1.0,1,23,0,0,0,0,0,0.0,8,52,3,16,0.0,0.0,0.0,0.0,2,1.0,5,0.0,0.0,1,0,1,0,0.0,0,0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,01,03,Благоевград,00,114,БЛАГОЕВГРАД,с.Зелендол,30702.0,-,194
010300115,0,1.0,5,44,1,1,1,1,0,0.0,8,38,3,1,0.0,0.0,0.0,0.0,5,0.0,1,0.0,0.0,0,0,3,0,0.0,0,2,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.0,01,03,Благоевград,00,115,БЛАГОЕВГРАД,с.Българчево,7377.0,-,229
010300116,0,0.0,0,11,0,0,0,0,0,0.0,3,6,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,01,03,Благоевград,00,116,БЛАГОЕВГРАД,с.Бучино,7168.0,-,74
010300117,0,0.0,5,70,0,0,0,1,0,0.0,8,47,9,0,0.0,0.0,1.0,0.0,1,0.0,2,1.0,0.0,1,0,0,0,0.0,1,0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,5.0,01,03,Благоевград,00,117,БЛАГОЕВГРАД,с.Селище,66055.0,-,274
010300118,0,0.0,2,10,1,0,0,0,0,0.0,1,15,1,0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,01,03,Благоевград,00,118,БЛАГОЕВГРАД,с.Дренково,23652.0,-,81
010300119,0,1.0,4,58,4,1,0,2,0,0.0,5,38,0,2,0.0,0.0,0.0,0.0,6,0.0,3,1.0,0.0,0,0,2,0,0.0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,11.0,01,03,Благоевград,00,119,БЛАГОЕВГРАД,с.Логодаж,68792.0,-,1912
010300120,0,0.0,1,12,0,0,0,0,0,0.0,3,10,0,0,0.0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,01,03,Благоевград,00,120,БЛАГОЕВГРАД,с.Клисура,37263.0,-,65
010300121,0,0.0,1,32,2,0,2,1,0,0.0,8,28,8,5,0.0,0.0,1.0,0.0,0,0.0,3,0.0,0.0,0,0,2,0,0.0,2,1,1.0,1,0.0,0.0,0,0.0,0.0,0.0,2.0,01,03,Благоевград,00,121,БЛАГОЕВГРАД,с.Еленово,27231.0,-,374
011100001,9,2.0,6,161,0,6,2,7,0,0.0,110,270,14,5,7.0,0.0,9.0,0.0,22,1.0,14,0.0,0.0,2,0,19,0,0.0,0,2,0.0,6,0.0,1.0,1,0.0,0.0,0.0,12.0,01,11,Гоце Делчев,00,001,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,1211
011100002,1,0.0,8,89,1,0,2,6,0,1.0,69,241,16,5,3.0,1.0,9.0,0.0,10,0.0,14,0.0,1.0,0,0,11,0,0.0,0,2,0.0,3,1.0,1.0,0,0.0,0.0,0.0,14.0,01,11,Гоце Делчев,00,002,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,939
011100003,3,0.0,3,122,0,0,4,3,1,0.0,38,165,16,7,2.0,0.0,0.0,0.0,3,0.0,21,1.0,0.0,1,0,8,0,0.0,0,3,2.0,1,0.0,0.0,0,0.0,0.0,0.0,6.0,01,11,Гоце Делчев,00,003,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,692
011100004,7,0.0,7,175,2,0,2,6,0,0.0,29,149,8,3,0.0,0.0,4.0,0.0,12,0.0,17,0.0,0.0,1,0,9,0,0.0,1,2,1.0,1,0.0,0.0,0,0.0,0.0,0.0,11.0,01,11,Гоце Делчев,00,004,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,757
011100005,2,0.0,11,94,0,0,0,9,2,0.0,30,163,8,4,1.0,0.0,0.0,0.0,31,4.0,8,0.0,0.0,1,1,20,0,0.0,1,1,1.0,2,1.0,1.0,0,0.0,0.0,0.0,11.0,01,11,Гоце Делчев,00,005,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,725
011100006,1,0.0,5,133,0,0,0,7,0,0.0,58,203,14,2,4.0,0.0,3.0,0.0,10,0.0,5,0.0,0.0,0,0,18,0,0.0,5,8,1.0,12,0.0,0.0,0,0.0,0.0,0.0,6.0,01,11,Гоце Делчев,00,006,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,768
011100007,1,0.0,2,101,5,0,2,8,0,1.0,37,133,6,4,1.0,0.0,0.0,0.0,12,0.0,20,0.0,0.0,0,0,4,2,0.0,0,1,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.0,01,11,Гоце Делчев,00,007,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,619
011100008,2,2.0,12,139,1,0,2,10,1,1.0,58,204,10,6,1.0,1.0,0.0,0.0,9,1.0,17,0.0,0.0,0,1,15,0,0.0,1,1,0.0,6,0.0,0.0,1,0.0,0.0,0.0,8.0,01,11,Гоце Делчев,00,008,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,843
011100009,2,0.0,4,114,0,0,2,6,0,0.0,34,177,8,4,1.0,0.0,4.0,0.0,8,0.0,15,0.0,0.0,0,0,14,2,0.0,0,6,0.0,7,0.0,1.0,0,0.0,0.0,0.0,11.0,01,11,Гоце Делчев,00,009,БЛАГОЕВГРАД,гр.Гоце Делчев,17395.0,-,665
